L1,L2,L3
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cccc(OCc3ccc(F)cc3)c2)cc1C(C)C
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,c1ccc(-c2cccc(-c3ccc(-c4ccnc(-c5ccccn5)c4)cc3)c2)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(I)c(OCc3ccc(Cl)cc3)c(I)c2)cc1C(C)C
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCC[n+]1ccc(-c2cc[n+](CCc3ccnc(-c4cc(C)ccn4)c3)cc2)cc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(OCC)c(O[C@@H](C)C(=O)OC)c(Br)c2Br)cc1C(C)C
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Cc1ccnc2c(O)cc(C(F)(F)F)cc12
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCCC(C)c1cnc(Nc2cc(-c3nc(N4CCNCC4)c4c(C5CCC5)cncc4n3)ccn2)c(C)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,C#CCOc1c(Br)cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1OCC
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)c(Br)c(Br)c1OCc1ccc([N+](=O)[O-])cc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=C(COc1ccc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc1[N+](=O)[O-])Nc1ccc(Cl)cc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCCCCCCCCCCCn1c(-c2ccc(-c3ccc(-c4nc5c6cccnc6c6ncccc6c5n4CCCCCCCCCCCC)s3)s2)nc2c3cccnc3c3ncccc3c21
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=C(NCc1ccc(-c2ccccn2)nc1)OCc1ccccc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,C=P(c1ccccc1)(c1ccccc1)c1ccc(-c2ccc(P(=C)(c3ccccc3)c3ccccc3)cn2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,C(#Cc1ccnc(-c2ccccn2)c1)c1ccc(C#Cc2ccnc(-c3ccccn3)c2)cc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=C(O)COc1ccc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1[N+](=O)[O-]
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CC(C)(C)COc1c(Br)cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc1[N+](=O)[O-]
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCc1nc2cc(-c3ccc(-c4ncc(F)c(C(N)=O)c4F)nc3)c(C)cc2o1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCC(=O)c1cnc(Nc2ccc(CN(C)CC(F)(F)F)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,O=C(Nc1ccc(-c2ccccn2)nc1)C1=CSC(=C2SC3=C(SCCS3)S2)S1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,F[B-](F)(O[n+]1ccccc1-c1ccccn1)C(F)(F)F
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CN1c2ccccc2C=CC1/C=C/c1ccnc2c(O)cccc12
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)ccn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCC(=O)c1cnc(Nc2ccc(CN(C)C)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)cc([N+](=O)[O-])c2OCc2ccccc2C#N)cc1C(C)C
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=C(NCc1cccnc1)c1ccc(-c2ccccn2)nc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,FC(F)(F)c1ccc(Nc2cc(-c3nc(N4CCNCC4)c4c(C5CCC5)cncc4n3)ccn2)nc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc(-c2cc(-c3ccc4oc5c6c(ccc5c4c3)-c3ccccc3C63c4ccccc4-c4ccccc43)ccn2)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,c1ccc(-n2c3ccccc3c3ccc4c(ccn4-c4ccc(-c5ccccn5)nc4)c32)cc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCOC(=O)COc1c(I)cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc1OC
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,C=C/C(N)=C\C(=C/C)c1cnc2n[nH]c(C(=C)Nc3ccnc(-c4ccccn4)c3C)c2c1F
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,FC1(F)CCN(CCCOc2ccc(-c3cc(-c4noc(C(F)(F)F)n4)ccn3)nc2)CC1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,c1ccc(-c2ccc(-c3cnc(-c4cc5ccc6cccc7c8cccc9ccc%10cccc(c(c4)c5c67)c%10c98)cn3)cn2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Cc1nc(-c2ccc(-c3ccccc3)c(C)n2)ccc1-c1ccccc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1cccnc1Nc1cc(C2CCCN(C(=O)c3cccnn3)C2)ccn1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cc1ccc(-c2ccc(-c3cccc(-c4c5ccccc5c(-c5ccc6ccccc6c5)c5ccccc45)c3)cn2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCOCCCCN(c1ccccn1)c1ccccn1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1cccnc1Nc1cc([C@@H]2CCCN(C(=O)/C=C/c3c(C)nn(C)c3C)C2)ccn1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)cc([N+](=O)[O-])c1OCc1ccc(Cl)c(Cl)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,C=CCOc1ccc(C=Nn2c(-c3cc(C(C)C)c(OCC)cc3C)nc3ccccc3c2=O)cc1I
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,O=C1c2ccccc2C(=O)N1Cc1cc(O)c2ncccc2c1Cl
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CC=NC1=C(C)C2=C(C=CCC(C)([C@H]3CCCC(N(c4ccccn4)c4ccccn4)CC3)C2)N(c2ccccc2)C1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,FC(F)(F)c1ccc(-c2ncc(C(F)(F)F)cc2Cl)nc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cc1cnc(C(=O)N2CCC[C@H]2c2ccnc(Nc3ccccn3)c2)cn1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=C(O)c1ccc(COc2c(C=Nn3c(-c4cccc(C(F)(F)F)c4)nc4ccccc4c3=O)cccc2[N+](=O)[O-])cc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COC(=O)c1cccnc1Nc1ccccn1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,S=C(NNc1ccnc(-c2ncccc2-c2ccccn2)c1)SN1CCNCC1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,O=C(c1ccc(-c2ccc(C(=O)N(CCO)CCO)cn2)nc1)N(CCO)CCO
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,COc1cc(Cl)cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)c1OCc1ccc([N+](=O)[O-])cc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=c1c2ccccc2nc(-c2cccc(C(F)(F)F)c2)n1N=Cc1ccccc1OCc1ccccc1F
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1ccc(-c2ccc(C)cn2)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=[N+]([O-])c1ccc(Oc2ccnc(Nc3ccccn3)c2)cn1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cn1nc(-c2ccccn2)cc1Oc1cc(Cl)cnc1-c1ccc([C@H](F)CN)cn1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCN1CCN(C2CCN(Cc3ccc(-c4ccccn4)nc3)CC2)C1=O
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc(I)c1OCc1ccc(C)cc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CC(=O)SCCCCCCCCCCCc1ccnc(-c2cc(C)ccn2)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1ccnc(N(CCOc2ccccc2)c2cc(C)ccn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CN(C)/C=C/c1ccnc(-c2cc(/C=C/c3ccc(N(C)C)cc3)ccn2)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(OC)c(OC(C)C)cc2Br)cc1C(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc([N+](=O)[O-])c1OCC(=O)Nc1ccc(F)cc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(OC(C)C)cc2)cc1C(C)C
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CC(=O)c1ccc(Nc2cc(-c3c(C)nc4ccccn34)ccn2)nc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,C[C@@H](Oc1c(Cl)cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1Cl)C(=O)O
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,O=C(CI)c1ccc(O)c2ncccc12
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=C(NCCOc1ccccc1)c1ccnc(Nc2ccccn2)c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CC(C)c1cnsc1-c1cccc(NC(=O)c2cnc(-c3ccccn3)c(-n3cnc(C4CC4)c3)c2)n1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COc1cnc(Nc2cc(OC)c3c(c2)OCO3)nc1Nc1cccnc1-c1ccccn1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,Cc1cc(CC(=O)O)cc(-c2cc(CC(=O)O)cc(C)n2)n1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ncccc1S(C)(=O)=O
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Cc1ccc(Nc2cc(C(=O)Nc3cnccc3-c3ccccc3)ccn2)nc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,O=S(=O)(c1cccc(C(F)(F)F)c1)c1ccc(O)c2ncccc12
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=c1c2ccccc2nc(-c2cccc(C(F)(F)F)c2)n1N=Cc1cc(Cl)cc([N+](=O)[O-])c1OCc1ccccc1Cl
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(OCC(=O)Nc3ccc(Cl)cc3)c(I)c2)cc1C(C)C
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,O=c1c2ccccc2nc(-c2cccc(C(F)(F)F)c2)n1N=Cc1cc(Cl)cc(Br)c1OCc1cccc2ccccc12
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)ccc1OCc1ccc2c(c1)OCO2
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)cc([N+](=O)[O-])c2OCc2ccc(Br)cc2Br)cc1C(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCCCN1CN(c2cccc(Oc3ccnc(-c4ccccn4)c3)c2)c2ccccc21
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1cc(C)cc(-c2ccc(-c3ccc(-n4c(C)ccc4C)cn3)nc2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)c(OCc3cccc(C)c3)c([N+](=O)[O-])c2)cc1C(C)C
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Oc1ccc(CCc2csc3ccccc23)c2cccnc12
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CNC(=O)c1cccnc1-c1ncccc1-c1nn(-c2ccccc2)c(=O)o1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCn1ccc2scc(Nc3cc(Nc4ccc(F)cn4)ncc3C(=O)NC)c2c1=O
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,NCCOc1cccnc1-c1ncccc1-c1ccccn1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)c(OCc3ccc(Cl)cc3)c(Br)c2)cc1C(C)C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Oc1ccc(-c2ccc(O)c3ncccc23)cc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,c1ccc(-n2c3c4ccccc4n(-c4ccc(-c5ccccn5)nc4)c3n3c4ccccc4nc23)cc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CN(C)c1ccc(C=Cc2ccc(CN(c3ccccn3)c3ccccn3)cc2)cc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CC(C)(C)[Si](C)(C)OCCCSc1cnc(Nc2ccc(C#N)cn2)c(Oc2ccc(F)cc2)c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(I)c(OCc3cccc([N+](=O)[O-])c3)c(I)c2)cc1C(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc(-c2ccc(-c3cccc4c3-c3ccccc3C43c4ccccc4-c4ccccc43)cn2)nc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CC(C)Oc1c(Br)cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1Br
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cccc([N+](=O)[O-])c2OCC(C)(C)C)cc1C(C)C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=C1CN(/N=C\c2ccc(O)c3ncccc23)C(=O)N1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCOC(=O)[C@@H](C)Oc1c(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc(Br)cc1[N+](=O)[O-]
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCOC(=O)[C@@H](C)Oc1c(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)cc(Cl)cc1OC
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1ccc(-c2ccc(CCCCBr)cn2)nc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1cccnc1Nc1cc(C2CCN(Cc3nccn3C)CC2)ccn1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=c1c2ccccc2nc(-c2ccccc2)n1N=Cc1cc([N+](=O)[O-])ccc1OCc1cccc2ccccc12
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Oc1cc(I)c(I)c2cccnc12
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=S(=O)(c1ccc(Cl)c(Cl)c1)c1ccc(O)c2ncccc12
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,COc1ccc(NC(=O)c2cc(-c3cncc(Cl)c3)cnc2-c2ccccn2)nc1OC
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Oc1ccc(CNc2ccc(F)cc2)c2cccnc12
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,C[C@H](N=Cc1ccc(OCc2ccc(-c3ccccn3)nc2)cn1)c1ccc([N+](=O)[O-])cc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,Cc1cccc(COc2c(I)cc(C=Nn3c(-c4cccc(C(F)(F)F)c4)nc4ccccc4c3=O)cc2I)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1cccc(C(=O)Oc2ccc(Br)cc2C=Nn2c(-c3ccc(Cl)cc3)nc3ccccc3c2=O)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCc1nc(-c2ccccc2)c(Oc2ccnc(Nc3ccc(NCCN4CCCC4)cn3)c2)s1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1ccc(-c2ccc(Cl)cn2)nc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1ccc(C=Nn2c(-c3cc(C(C)C)c(OCC)cc3C)nc3ccccc3c2=O)cc1I
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1cc([P+]([O-])(O)O)cc(-c2cc([P+]([O-])(O)O)cc(C)n2)n1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)c(Br)c(Br)c1OCc1ccccc1C#N
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COC(=O)[C@H](C)Oc1c(OC)cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1[N+](=O)[O-]
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,N=Cc1cc(-c2cc(C(=O)O)ccn2)ncc1NCCC(F)(F)F
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=c1c2ccccc2nc(-c2ccc(Br)cc2)n1/N=C/c1ccc([N+](=O)[O-])cc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CC(C)(C)c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Cc1ccccc1N(c1ccc([N+](=O)[O-])cn1)c1ccc([N+](=O)[O-])cn1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=C(O)c1ccc(COc2c(C=Nn3c(-c4cccc(C(F)(F)F)c4)nc4ccccc4c3=O)cccc2[N+](=O)[O-])cc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=C(c1ccnc(Nc2ccccn2)c1)N1CC2CN(C(=O)c3cccc(-c4nc5ccccc5[nH]4)n3)CC2C1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCCCCCCCCCCCCCOc1ccc(/C=C/c2ccc(-c3ccc(C)cn3)nc2)cc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Nc1ccnc(-c2ncccc2CO)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=Cc1ccc(-c2ccc(/C=C/c3ccc(F)cc3)cn2)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCCCCCN(c1ccccn1)c1ccccn1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Clc1ccc(-c2ncccc2Cl)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,c1ccc(-c2cnc(-c3ccccn3)c(-c3ccccn3)c2-c2ccccc2)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CN(C)C(=O)COc1ccc(-c2ccccn2)nc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc2c(c1)c1cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc1n2-c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,C/C(=N\n1c(-c2ccccc2)nc2ccccc2c1=O)c1ccc(C)cc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,NCc1ccc(-c2ccc(O)c3ncccc23)cc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,O=C(Oc1ccccc1C=Nn1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O)c1ccc([N+](=O)[O-])cc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Cc1ccnc(-c2cc(/C=C/CN3CCNCC3)ccn2)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CO[Si](OC)(OC)c1ccc(COc2ccc(/C=C/c3ccnc(-c4cc(C)ccn4)c3)cc2)cc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCOC(=O)[C@@H](C)Oc1ccc(Br)cc1C=Nn1c(-c2cc(C(C)C)c(OCC)cc2C)nc2ccccc2c1=O
