L1,L2,L3
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,C(=C/c1ccnc(-c2cc(CCc3ccncc3)ccn2)c1)\c1ccncc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(Nc2cc(N3CC[C@](O)(C=N)C3=O)ccn2)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,N#C/C(=C\c1ccnc(-c2cc(/C=C/C(=O)O)ccn2)c1)C(=O)O
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc(-n2c3ccc(-c4ccc(N(c5ccccn5)c5ccccn5)cc4)cc3c3cccnc32)cc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1ccc(-c2ccc(N3CCOCCOCCOCCOCC3)cn2)nc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,OCC1O[C@@H](c2ccc(-c3ccccn3)nc2)C[C@H]1O
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)ccc1OC
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)ccc1OCc1ccc(Br)cc1Br
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCOc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)cc(I)c1OCc1ccc(C(=O)O)cc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,COc1ccccc1/C=C/c1ccnc(-c2cc(/C=C/c3ccccc3OC)cc[nH+]2)c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,C[n+]1cn(-c2cccc(Oc3ccnc(-c4ccccn4)c3)c2)c2ccccc21
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,COc1cc(Cl)cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)c1OCc1cccc2ccccc12
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,C=Cc1ccnc(-c2ncccc2-c2ccccn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COC(=O)[C@H](CCCCNC(=O)c1ccnc(-c2cc(C)ccn2)c1)NC(=O)CN(Cc1ccccn1)Cc1ccccn1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc(Cl)c1OCc1ccc(Br)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C)[n+]([O-])c(-c2cccc(C)[n+]2[O-])c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=[N+]([O-])c1ccc(Nc2ncccc2Cl)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=C(COc1ccc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc1Br)Nc1ccccc1F
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCS(=O)c1cccnc1-c1ccc(OC(F)(F)C(C)F)cn1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cc1c(C(=O)N(c2ccccn2)c2ccccn2)oc2ccccc12
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCCCCCCCCCCCCCc1cccnc1-c1ccccn1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCOc1cc(C=Nn2c(-c3cccc(C)c3)nc3ccccc3c2=O)ccc1OC(=O)c1ccc([N+](=O)[O-])cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,C=Cc1cnc(Nc2ccc(F)cn2)cc1C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CC(=O)NCc1ccc(O)c2ncccc12
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCCCCCCCCCCCCCN(C)c1ccc(C(O)Cc2ccnc(-c3cc(C)ccn3)c2)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCN(CC)c1ccnc(-c2ccccn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COc1cccnc1-c1cc(N)ccn1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=c1c2ccccc2nc(-c2cccc(C(F)(F)F)c2)n1N=Cc1cc(Br)c(OCc2cccc3ccccc23)c([N+](=O)[O-])c1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COC1[C@@H](Sc2cc(Cl)cnc2-c2ccccn2)OC(CO)[C@H](O)[C@@H]1N=[N+]=[N-]
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,C(=C/C=C/c1ccnc(-c2ccccn2)c1)\C=C\c1ccnc(-c2ccccn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,FC(F)(F)c1ccnc(N(CC23CC4CC(CC(C4)C2)C3)c2cc(C(F)(F)F)ccn2)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)c(O[C@H](C)CC)c(OC)c2)cc1C(C)C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(OC)c(OCC(=O)Nc3cccc(F)c3)c([N+](=O)[O-])c2)cc1C(C)C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)c(O)c(Br)c2)cc1C(C)C
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCC(C)c1nc(-c2ccc(-c3ccccn3)nc2)no1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1ccc(/C=C/c2cc[n+](CCN)c(-c3cc(C)ccn3)c2)c2ccccc12
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,Cn1c(-c2ccc(C(c3ccc(-c4nc5c6cccnc6c6ncccc6c5n4C)cc3)(c3ccc(-c4nc5c6cccnc6c6ncccc6c5n4C)cc3)c3ccc(-c4nc5c6cccnc6c6ncccc6c5n4C)cc3)cc2)nc2c3cccnc3c3ncccc3c21
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=C(O)c1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2cccc(Cl)c2)cc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)c(Br)c(Br)c1OCC(N)=O
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,COC(=O)[C@@H](C)Oc1c(I)cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc1I
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CC(C)(C)COc1c(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cccc1[N+](=O)[O-]
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(I)c(OCC(=O)Nc3ccc(C)cc3)c(I)c2)cc1C(C)C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1ccc(Oc2ccc(-c3ccc(C)cn3)nc2)c2c1C1c3ccccc3C2c2ccccc21
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,C=CCOc1c(C=Nn2c(-c3cc(C(C)C)c(OCC)cc3C)nc3ccccc3c2=O)cccc1[N+](=O)[O-]
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=C(NCc1ccc(-c2ccccn2)nc1)c1ccco1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Oc1ccc(Nc2ncnc3ncc(-c4ccccc4)nc23)c2cccnc12
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COC(=O)CCCCCN(c1ccccn1)c1ccccn1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,O=C(CCCCCCNCc1ccc(O)c2ncccc12)Nc1ccccc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(OCc3ccc(F)cc3)c(Br)c2)cc1C(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,NC(=O)c1cnc(Nc2ccc(N3CCCCC3=O)cn2)cc1NC1CCc2ccccc21
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=c1c2ccccc2nc(-c2ccccc2)n1N=Cc1ccccc1C(F)(F)F
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCCCCCCCCOCc1ccc(O)c2ncccc12
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,C1=CN=C(c2ccc(-c3ccc4c(c3)C/C=C\C=C/Cc3cc(-c5ccc(-c6ccccn6)nc5)ccc3-4)cn2)CC1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,C#CCOc1c(Cl)cc(C=Nn2c(-c3cc(C(C)C)c(OCC)cc3C)nc3ccccc3c2=O)cc1[N+](=O)[O-]
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCCCC(C)(CN=O)CC(=O)c1ccc(-c2ccccn2)nc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCCCc1ccc(-c2ccnc(-c3ccccn3)c2)cc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(OCC)c(OCC)c(Br)c2Br)cc1C(C)C
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCc1ccc(-c2ccc3ccc(-c4ccc(-c5ccccn5)nc4)cc3c2)cc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1ccc2cc(-c3cn(-c4ccc(O)c5ncccc45)nn3)ccc2c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)cc(Br)c2OCc2ccc(Cl)cc2)cc1C(C)C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1cc(C)c(-c2ccnc(-c3cc(-c4c(C)cc(C)cc4C)ccn3)c2)c(C)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCc1nc(-c2cccc(C)n2)c(Oc2ccnc(Nc3ccc(C(N)=O)cn3)c2)s1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Oc1ccc(-n2cc(C3CC=CCC3)nn2)c2cccnc12
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,c1ccc(-c2nc3c4c5ccccc5n(-c5ccc(-c6ccccn6)nc5)c4ccc3n2-c2ccccc2)cc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,O=C(Oc1ccc(Br)cc1C=Nn1c(-c2ccccc2)nc2ccccc2c1=O)c1ccc(Cl)cc1Cl
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOC(=O)c1ccc(O)c2ncc(N3CCC(N4CCOCC4)C3)cc12
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,C=CCOc1c(OC)cc(C=Nn2c(-c3cc(C(C)C)c(OCC)cc3C)nc3ccccc3c2=O)c(Br)c1Br
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,C[n+]1ccc(-c2cc[n+](CCCNC(=O)c3ccnc(-c4cc(C(=O)O)ccn4)c3)cc2)cc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(OCc3ccccc3F)cc2)cc1C(C)C
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CNC(=O)c1cnc(Nc2ccc(C(=O)O)cn2)cc1Nc1cccn(C)c1=O
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1ccccc1N=Nc1ccc(O)c2ncccc12
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1cc(-c2ccc(C3=NCCN3)cn2)ncc1C1=NCCN1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,O=c1c2ccccc2nc(-c2ccccc2)n1N=Cc1ccc(OCc2cccc3ccccc23)c([N+](=O)[O-])c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,COc1cc(Cl)cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)c1OCC(=O)Nc1ccccc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,C=C(O)Cc1ccnc(-c2cc(C)ccn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCC(=O)c1cnc(N(C)c2ccc(S(N)(=O)=O)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CC(C)Oc1ccc(Br)cc1C=Nn1c(-c2ccccc2)nc2ccccc2c1=O
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,C=CCc1ccc(O)c2ncccc12
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cc1ccc(-c2nc3ccccc3c(=O)n2/N=C\c2ccc(Cl)cc2Cl)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc(N(CCN(c2ccccn2)c2ccccn2)c2ccccn2)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)c(Br)cc1OCc1ccc(Br)cc1Br
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(N(C)C)cc2OCc2ccc(Cl)cc2)cc1C(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOC(=O)[C@H](C)Oc1c(OC)cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)c(Br)c1Cl
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CC(C)(C)c1ccc(C[NH2+]Cc2ccc(-c3ccccn3)nc2)cc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Clc1ccc(Nc2cc(-c3nc(N[C@@H]4CCNC4)c4ccncc4n3)ccn2)nc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=C(O)c1ccc(-c2ccc(NC(=O)c3ccc4ccccc4c3)cn2)nc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CP(=O)(O)OCCCCc1ccnc(-c2cc(CCCOP(C)(=O)O)ccn2)c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,COc1cc(Br)cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)c1O
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc(-c2ccnc(-c3ccccn3)c2-c2ccccn2)cc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,BrCCc1ccc(-c2ccccn2)nc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cc1ccc(NC(=O)COc2c(C=Nn3c(-c4cccc(C(F)(F)F)c4)nc4ccccc4c3=O)cccc2[N+](=O)[O-])cc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,N#Cc1ccccc1COc1ccc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1[N+](=O)[O-]
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CC(C)Nc1cc(Nc2ncc(C#N)cc2F)ncc1C(=O)NC1CCC([C@@](C)(O)C2CC2)CC1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,C=CNCCN(CCc1ccc(-c2ccccn2)nc1)c1ccnc2ccccc12
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)ccc2OCC(=O)Nc2ccccc2F)cc1C(C)C
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(-c3ccc4ccccc4c3)ccn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CN(C)C(N(C)C)N(c1ccccn1)c1ccccn1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCOc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc(Br)c1OCC(=O)Nc1ccc(Cl)cc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCC(=O)c1cnc(Nc2ccc([C@@H](C)N(C)C)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCOC(=O)N1CCN(C(=S)Nc2ccc3nc4c5cccnc5c5ncccc5c4nc3c2)CC1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cnc(Nc2cc(OC)c3c(c2)OCO3)nc1Nc1cccnc1-c1ccccn1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1ccnc(-c2cc(CCCCCCCNC(=O)C(N)CN)ccn2)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCCCCCCCCCc1cnc2c(O)cccc2c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)cc(Br)c2OCc2ccc(Cl)c(Cl)c2)cc1C(C)C
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,O=C(COc1ccc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc1Br)N1CCOCC1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,O=c1c2ccccc2nc(-c2cccc(C(F)(F)F)c2)n1N=Cc1cc(Cl)cc(Br)c1OCc1ccc(Cl)c(Cl)c1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CC(C)n1cc(C(=O)Nc2ccc(Oc3ccnc(Nc4ccc(C#N)cn4)c3)c(F)c2)c(=O)n(-c2ccc(F)cc2)c1=O
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,O=c1c2ccc(Cl)cc2nc(-c2ccccc2)n1N=Cc1ccc(O)cc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,O/N=C\c1ccnc2c(O)cccc12
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)c(Br)c(Br)c1O[C@H](C)C(=O)O
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CC[C@@H](C)Oc1c(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc(Cl)cc1[N+](=O)[O-]
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,Cc1ccccc1-c1cccc(N(c2cccc[n+]2C)c2cccc[n+]2C)c1C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc([N+](=O)[O-])c1OCc1cccc(F)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=c1c2ccccc2nc(-c2cccc(C(F)(F)F)c2)n1N=Cc1ccc(Oc2ccc([N+](=O)[O-])cn2)c(Cl)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COC(=O)[C@@H](C)Oc1c(Br)cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1OC
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1cccnc1-c1ccc(Br)cn1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Cc1cccnc1Nc1cc(C2CCN(CCO)CC2)ccn1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,Oc1ccc(N=Cc2c3ccccc3cc3ccccc23)c2cccnc12
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,C[C@@H]1CNCC[C@H]1CCCc1nc(-c2ccnc(Nc3ncccc3F)c2)nc2cncc(C3CCC3)c12
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)cc([N+](=O)[O-])c2OCC(=O)Nc2ccccc2C)cc1C(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCCN(CCC)CCCCc1ccnc(-c2cc(C)ccn2)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,OCCOCc1ccc(O)c2ncccc12
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,c1ccc(N=Nc2ccnc(-c3ccccn3)c2)cc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,O=C(Oc1c(Br)cc(Br)cc1C=Nn1c(-c2ccc(Br)cc2)nc2ccccc2c1=O)c1ccccc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Cn1nnc2ccc(-c3ccnc(Nc4ccccn4)c3)cc21
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,Cc1cccc(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)ccc2OC(=O)c2ccccc2)c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CC1=NN(S(=O)(=O)c2ccc(O)c3ncccc23)C(=O)C1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,[Si]Oc1cccnc1-c1ccccn1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Clc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1Cl
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,C=CCc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc(OC)c1OCc1cccc2ccccc12
