UMAP1,UMAP2,Dataset
-3.4999635,-0.4707408,t
-3.4777603,-0.45802462,t
-7.0802765,-0.5849686,t
-7.082519,-0.5836104,t
0.18484247,3.2281773,t
5.9841843,5.7720594,t
5.985377,5.8553185,t
5.746094,5.589376,t
5.8998885,5.6322584,t
6.37212,-9.845613,t
-3.564895,-0.016736783,t
6.0828333,5.426957,t
-3.4944296,-0.45943385,t
-4.625913,12.533246,t
5.7877436,5.5605974,t
-3.5606885,-0.024919113,t
-0.04615749,2.7896008,t
6.0405636,5.3890505,t
-3.4972336,-0.4714407,t
6.035686,5.3700523,t
4.9522166,4.161384,t
4.635268,4.4487734,t
6.0755467,5.4237933,t
-3.4898758,-0.4560989,t
3.8286579,-7.7038636,t
3.814204,-7.710057,t
5.799735,5.546601,t
13.331957,4.998154,t
-3.569352,-0.018724088,t
6.0653324,5.4165144,t
6.0197887,5.409362,t
-3.482712,-0.44342303,t
-4.626856,12.538352,t
-4.6269712,12.537498,t
-4.62698,12.538099,t
4.1091914,2.75949,t
13.3349085,5.0033956,t
0.36697233,3.0378282,t
-4.2996397,0.5192941,t
13.237435,4.936046,t
0.5947459,2.8645976,t
6.8436003,1.6338513,t
-0.0776715,2.621478,t
13.335111,5.0004144,t
3.3064826,4.496937,t
13.24086,4.938306,t
13.238427,4.936913,t
13.314316,2.7916138,t
13.314044,2.7910318,t
13.314203,2.791022,t
13.307955,5.0052824,t
13.282404,5.017372,t
13.285121,4.993993,t
13.274188,5.020335,t
13.297807,5.0210543,t
13.282401,5.0200386,t
13.270244,5.0201592,t
-12.45434,1.3156284,t
8.77866,-2.9118645,t
-12.454071,1.3155435,t
-12.454004,1.3154883,t
8.77686,-2.8660908,t
8.782155,-2.89217,t
8.78624,-2.9004128,t
0.9814809,3.5583973,t
8.790811,-2.9111238,t
-3.4831228,15.418355,t
-3.4829721,15.418384,t
8.800662,-2.9243271,t
-3.463935,-0.01392705,t
-3.4076247,-0.010002619,t
-3.4654658,-0.01649388,t
2.0109255,-3.431015,t
3.8270886,-7.706168,t
3.8300135,-7.7068143,t
5.987198,5.724551,t
-3.6394536,-0.05207498,t
4.225175,2.566594,t
13.333764,4.9996805,t
0.5008774,4.765281,t
6.0794797,5.6369123,t
13.332975,4.9983926,t
5.983356,5.352314,t
-3.4838307,-0.4845828,t
-0.47989643,2.2844536,t
-0.77965474,2.1899555,t
-0.09168348,2.2445762,t
13.339014,5.0109816,t
5.8980684,5.270184,t
-3.4713573,-0.46406618,t
5.935939,5.277063,t
-3.4526522,-0.4598565,t
-3.472489,-0.45126343,t
0.38159007,4.081985,t
3.9629765,1.9730828,t
-3.3131552,-0.56223583,t
5.9360247,5.325811,t
-3.4091268,-0.45670265,t
4.8439465,4.5480075,t
13.235134,4.935495,t
5.937543,5.3794837,t
2.4251351,5.473644,t
13.337911,5.0122194,t
5.9265356,5.2735863,t
-3.4393468,-0.441193,t
13.337553,5.0031557,t
13.33875,5.00144,t
13.341267,5.0120244,t
6.0077477,5.236882,t
-3.5033195,-0.5043185,t
13.341472,5.0106707,t
6.232955,-1.4110138,t
-4.3258,3.220397,t
3.4052966,-4.629449,t
1.0241216,-1.5536684,t
13.341193,5.0110006,t
13.342997,5.0101604,t
3.1833854,3.9724495,t
-9.069831,-0.6392928,t
-9.0743475,-0.6205755,t
-9.072932,-0.650993,t
-9.070374,-0.6372702,t
4.7109137,3.2374763,t
-9.070766,-0.63986886,t
-9.0708685,-0.6386748,t
-9.070311,-0.6433839,t
-9.070789,-0.64008033,t
6.097182,5.434125,t
-3.4885345,-0.46064335,t
5.9370394,5.659844,t
5.9944625,5.354342,t
6.059251,5.3806086,t
-3.482868,-0.47126293,t
6.059149,5.39504,t
-3.582629,-0.024562739,t
-3.5095751,-0.47843623,t
-3.4914763,-0.46319568,t
6.0791636,5.410118,t
13.332814,4.9987893,t
-3.4862485,-0.4641087,t
4.967798,4.146397,t
5.764814,5.5189652,t
-9.071649,-0.67995155,t
13.337743,4.9979253,t
-9.072417,-0.6615201,t
-9.067841,-0.6698875,t
-3.4908338,-0.45699993,t
6.034534,5.3833513,t
-9.072549,-0.68163234,t
13.337599,4.9979463,t
-9.072336,-0.6608767,t
-9.067738,-0.66681635,t
5.5377235,5.132976,t
-3.579524,-0.034555934,t
13.3399725,5.0056396,t
13.340712,5.0063257,t
