UMAP1,UMAP2,Dataset
11.8843155,1.2470889,A
0.18210864,1.2226357,B
3.759393,-3.5896776,C
2.6461093,-2.1075597,D
2.6930885,-1.9701663,E
-0.38783473,-2.1238937,F
2.7501113,-0.048772458,G
