UMAP1,UMAP2,Dataset
0.63649964,-5.1511087,g
-9.308586,3.1035733,g
-6.5996633,-3.0638669,g
7.202721,2.4274259,g
0.992621,2.602189,g
8.999508,12.867115,g
1.5190085,11.517132,g
0.70974016,-5.0114646,g
0.9670327,10.9123335,g
5.7374215,-2.344758,g
-1.3461685,-0.37117466,g
4.160305,7.8970976,g
1.6199896,5.8884177,g
-0.6431213,13.756944,g
1.3195189,-5.254642,g
-2.0183733,0.78106517,g
-2.7166564,11.997092,g
6.901242,-3.701306,g
10.78748,6.005715,g
-2.8574562,-4.584039,g
7.171063,4.483231,g
4.670049,2.9128988,g
2.289625,-1.2707908,g
4.423044,15.628753,g
4.4930654,6.249069,g
2.712578,-4.658714,g
2.449743,-4.999282,g
9.1889925,10.739401,g
4.3817916,0.36163482,g
3.4318824,4.095223,g
2.7912385,4.621493,g
-0.1302775,10.356078,g
0.22761516,4.5611963,g
10.840802,-1.2103196,g
-1.7892909,-2.7221594,g
10.734628,1.4455998,g
7.0531816,7.5913787,g
5.480338,-6.988253,g
4.536157,5.383124,g
-0.31089061,13.171276,g
8.570305,4.6290417,g
2.4625492,7.927043,g
2.849939,5.085345,g
10.411516,6.2355437,g
2.185668,8.478227,g
-3.0007915,5.557185,g
6.0496306,7.323806,g
0.6712281,12.032354,g
-9.320295,-5.167603,g
5.4758782,9.354575,g
-3.8662517,-7.530849,g
-1.1126193,2.0201015,g
2.2783706,-3.2172046,g
0.5275208,-1.8138751,g
8.662171,2.8594644,g
5.2075524,8.154379,g
1.9114616,12.33087,g
-1.6496063,0.6270874,g
-6.5458994,-5.953366,g
9.160617,-2.386718,g
-11.441151,7.280543,g
8.1620455,9.572629,g
-2.9823565,1.6789435,g
5.8305464,4.257643,g
3.822673,6.1052923,g
-0.46952483,13.803607,g
5.832069,2.285461,g
-6.463405,-1.3260028,g
-5.9341946,11.029975,g
2.3930397,4.9112363,g
12.832652,4.361388,g
-0.48412243,-0.50260836,g
5.6913724,10.393911,g
-4.9037476,2.320748,g
9.139777,10.695125,g
-4.8848057,5.8415675,g
-3.4902563,0.0656449,g
6.3822455,6.6201844,g
6.8386407,1.2276343,g
-2.8375645,8.657144,g
5.4037337,1.0036246,g
5.8398433,1.0923783,g
0.6120081,-2.7045002,g
-0.58494914,2.834089,g
3.9291406,3.6340895,g
0.15477368,4.5543423,g
4.939569,9.781393,g
-0.5701812,2.1894486,g
4.0535555,4.397997,g
4.888746,3.5710282,g
4.708418,2.3346384,g
2.6549022,-0.51554316,g
-3.0147088,5.2803125,g
0.83553064,2.8185916,g
-5.4632115,-4.9086943,g
5.09091,1.8272369,g
-8.146128,3.3029046,g
0.01861255,8.619638,g
-5.0619664,-1.7323854,g
3.4607422,3.9989293,g
5.125213,6.9011655,g
-4.109183,11.032799,g
7.2918615,8.408935,g
0.2614642,-10.483432,g
5.4540825,0.5093291,g
-1.9672745,1.8419371,g
2.6539056,12.10609,g
10.320499,13.88643,g
8.668377,5.241113,g
5.355255,1.3287642,g
0.54691654,3.7626143,g
-0.8097367,1.264634,g
-0.30156314,13.154487,g
0.1636981,3.4239497,g
9.053698,1.5988003,g
-11.059777,4.069497,g
10.098584,-0.42408705,g
-2.2636209,-1.4372044,g
6.440009,0.92392534,g
-9.031814,4.666387,g
-1.8250711,11.149661,g
8.337001,0.27630806,g
-9.834556,-0.22890463,g
-2.7636342,3.1938486,g
0.4041737,4.0689197,g
-4.601975,-5.274809,g
6.9832683,-7.231035,g
0.10996656,5.3947163,g
11.638277,2.4013352,g
1.761758,-5.1042323,g
6.790913,0.81489813,g
-6.5684805,5.6931076,g
1.2529294,10.541958,g
6.327609,-2.4369128,g
10.849641,-1.2018113,g
-3.8119938,-4.4023137,g
2.015692,-8.623609,g
2.7171347,3.978835,g
10.878843,6.1682043,g
0.75120896,10.344012,g
-1.1097698,13.306621,g
0.06769475,7.43024,g
5.551542,-2.4922757,g
3.6067295,3.774245,g
0.38420534,-0.6454272,g
-4.563202,-2.730906,g
2.3100498,-3.1653361,g
5.8459845,-1.1001263,g
0.1569966,-0.023656242,g
1.3218476,-0.34061563,g
-2.542469,13.344633,g
6.3505535,2.468381,g
-6.6197762,7.3296413,g
5.3503504,6.4861255,g
7.262475,-2.9805121,g
-3.8293498,10.282013,g
3.5423334,12.09314,g
-5.744447,5.201404,g
6.2160754,1.8742443,g
2.9921958,-2.3162854,g
1.2516016,3.035969,g
6.1446643,-7.052293,g
-8.4545555,-7.401062,g
4.6108284,3.9648106,g
-0.102142684,-3.039286,g
-1.0933645,1.0806315,g
4.776746,8.76787,g
6.826172,-1.8958633,g
-4.30343,1.734358,g
5.7100887,5.767176,g
2.2324777,4.229672,g
8.436976,-1.2015097,g
0.6254384,13.081369,g
