UMAP1,UMAP2,Dataset
11.579976,2.0192854,A
3.1760607,-3.112482,B
2.7530599,-0.32355094,C
0.35316288,-3.8959544,D
4.836961,-3.0002408,E
-0.7697868,-0.9765709,F
-0.60859257,-2.1002474,G
